model,provider,prompt_id,run_id,rank,title,authors,year,venue,claimed_affiliation,resolved_status,oa_title,oa_first_author,oa_institution,oa_country,oa_year,oa_id
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s4,15,Efficient cross-view texture alignment for single-view 3D facial shape estimation from one frontal face image and a side profile view image,"[""Kai Zhang"", ""Xinchen Liu""]",2018,CVPR,Microsoft Research Asia,low_confidence,A Dynamic Texture-Based Approach to Recognition of Facial Actions and Their Temporal Models,Sander Koelstra,Queen Mary University of London,GB,2010,https://openalex.org/W2146780613
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,1,SVM+ for Visual Object Recognition: A Case Study on Flicker30K,"[""Bo Chen-Yan Lee"", ""Ziming Liu"", ""Walter Scheirer""]",2012,ICIP,"Max-Planck-Institut fuer Informatik, Saarbruecken, Germany",low_confidence,A Systematic Literature Review on Using the Encoder-Decoder Models for Image Captioning in English and Arabic Languages,Ashwaq Alsayed,Umm al-Qura University,SA,2023,https://openalex.org/W4387235032
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,2,Boosting the Recognition of Generic Articulated Objects,"[""Michael J. Blacker"", ""Richard Szeliski""]",1997,CVPR,Microsoft,low_confidence,Deep Learning for Generic Object Detection: A Survey,Li Liu,National University of Defense Technology,CN,2019,https://openalex.org/W2988916019
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,3,Object Recognition with Intrinsic Ordering of Parts: An Axiomatic Approach,"[""Nuno Vasconcelos"", ""Ravi Natarajan""]",1998,ICCV,Microsoft Research,low_confidence,A survey of methods for explaining black box models,Riccardo Guidotti,University of Pisa,IT,2019,https://openalex.org/W2962772482
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,4,Human Pose Estimation from Clothed Images: a New Benchmark,"[""Alexa, Mark"", ""Cipolla, Roberto""]",2015,CVPR,Duke University,no_affiliation,PIFu: Pixel-Aligned Implicit Function for High-Resolution Clothed Human Digitization,Shunsuke Saito,,,2019,https://openalex.org/W2944736082
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,5,The Recognition Illusion in Face Verification: Why and How to Overcome It - A Detailed Case Study on FERET Face Database,"[""Mirella Lapata"", ""Alistair McCallum""]",2004,CVPR Workshop,"University College London, UK",low_confidence,Recent Advances in Deep Learning Techniques for Face Recognition,Md. Tahmid Hasan Fuad,Khulna University of Engineering and Technology,BD,2021,https://openalex.org/W3137650873
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,6,Object Recognition in the Wild: Benchmarking Image Retrieval Methods on CIFAR and Imagenet,"[""Hamed Sabri"", ""Emanuele Artusi""]",2015,CVPR,University of Oxford,low_confidence,Survey on deep learning with class imbalance,Justin Johnson,Florida Atlantic University,US,2019,https://openalex.org/W2936503027
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,7,Learning Features from Human Visual Cues,"[""Sharan Rao"", ""Sergio Escalona-Serra""]",2016,CVPR,Radboud University,low_confidence,The Pascal Visual Object Classes (VOC) Challenge,Mark Everingham,University of Leeds,GB,2009,https://openalex.org/W2031489346
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,8,Efficient Image Recognition through Hierarchical Features Learning and Memory Optimization of a Deep Network,"[""Krzysztof Opalka"", ""Eran Hildreth""]",2014,CVPR,MIT,low_confidence,ImageNet classification with deep convolutional neural networks,Alex Krizhevsky,Google (United States),US,2017,https://openalex.org/W2163605009
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,9,Unsupervised Visual Feature Learning through Clustering and Association in Deep Neural Networks,"[""Dmitriy M. Chistov"", ""Sergio Escalona-Serra""]",2016,CVPR,"Radboud University, Nijmegen",low_confidence,"Review of deep learning: concepts, CNN architectures, challenges, applications, future directions",Laith Alzubaidi,Queensland University of Technology,AU,2021,https://openalex.org/W3140854437
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,10,An Atlas of Human Gait Recognition,"[""Dmitriy M. Chistov"", ""Sergio Escalona-Serra""]",2013,CVPR Workshop,"Radboud University, Nijmegen",low_confidence,Gait-related cerebral alterations in patients with Parkinson’s disease with freezing of gait,Anke H. Snijders,Radboud University Nijmegen,NL,2010,https://openalex.org/W2012994259
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,11,Visual Search on Google Images,"[""Jeff Heisler"", ""Luis Sequeira""]",2016,CVPR Workshop,Purdue University,low_confidence,The Pascal Visual Object Classes (VOC) Challenge,Mark Everingham,University of Leeds,GB,2009,https://openalex.org/W2031489346
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,12,Simplified LBP: A Robust Structural Light Blob Detector for 3D Shape Analysis,"[""Cheng Soon Ng"", ""Babak Falsafi""]",2007,ICIP,"Aalto University, Finland",low_confidence,Image Matching from Handcrafted to Deep Features: A Survey,Jiayi Ma,Wuhan University,CN,2020,https://openalex.org/W3047057232
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,13,An Image is Worth 16x16 Words: Efficient Representation of Deep Features in Subspace by Visual Word Bagging for Visual Search,"[""Babak Falsafi"", ""Cheng Soon Ng""]",2010,CVPR,"Aalto University, Finland",low_confidence,Deep Learning Attention Mechanism in Medical Image Analysis: Basics and Beyonds,Xiang Li,Harbin Institute of Technology,CN,2023,https://openalex.org/W4321479797
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,14,Learning to Visualize: A Dataset for Learning Supervised Dimensionality Reduction in Image Search,"[""Babak Falsafi"", ""Cheng Soon Ng""]",2015,CVPR Workshop,"Aalto University, Finland",low_confidence,A survey on deep learning in medical image analysis,Geert Litjens,Radboud University Nijmegen,NL,2017,https://openalex.org/W2592929672
qwen2.5:3b,ollama,VIS_PAPERS,imp01-s5,15,Visual Dictionary Learning and Recognition via Efficient Sparse Coding,"[""Yao Wang"", ""Cheng Soon Ng""]",2016,CVPR Workshop,"Aalto University, Finland",low_confidence,"Dictionary learning for integrative, multimodal and scalable single-cell analysis",Yuhan Hao,New York Genome Center,US,2023,https://openalex.org/W4378212544
